,,,d1,d2,d3,num_face,sum,nflush,is_pair,dtot1,dtot2
"(2, 'h')","(6, 'c')","(8, 'd')",4,6,2,0,16,1,1,2,8
"(2, 'h')","(6, 'c')","(8, 'h')",4,6,2,0,16,2,1,2,8
"(2, 'h')","(6, 'c')","(9, 's')",4,7,3,0,17,1,1,1,10
"(2, 'h')","(6, 'c')","(9, 'c')",4,7,3,0,17,2,1,1,10
"(2, 'h')","(6, 'c')","(9, 'd')",4,7,3,0,17,1,1,1,10
"(2, 'h')","(6, 'c')","(9, 'h')",4,7,3,0,17,2,1,1,10
"(2, 'h')","(6, 'c')","(10, 's')",4,8,4,1,18,1,1,0,12
"(2, 'h')","(6, 'c')","(10, 'c')",4,8,4,1,18,2,1,0,12
"(2, 'h')","(6, 'c')","(10, 'd')",4,8,4,1,18,1,1,0,12
"(2, 'h')","(6, 'c')","(10, 'h')",4,8,4,1,18,2,1,0,12
"(2, 'h')","(6, 'c')","(11, 's')",4,9,5,1,19,1,1,-1,14
"(2, 'h')","(6, 'c')","(11, 'c')",4,9,5,1,19,2,1,-1,14
"(2, 'h')","(6, 'c')","(11, 'd')",4,9,5,1,19,1,1,-1,14
"(2, 'h')","(6, 'c')","(11, 'h')",4,9,5,1,19,2,1,-1,14
"(2, 'h')","(6, 'c')","(12, 's')",4,10,6,1,20,1,1,-2,16
"(2, 'h')","(6, 'c')","(12, 'c')",4,10,6,1,20,2,1,-2,16
"(2, 'h')","(6, 'c')","(12, 'd')",4,10,6,1,20,1,1,-2,16
"(2, 'h')","(6, 'c')","(12, 'h')",4,10,6,1,20,2,1,-2,16
"(2, 'h')","(6, 'c')","(13, 's')",4,11,7,1,21,1,1,-3,18
"(2, 'h')","(6, 'c')","(13, 'c')",4,11,7,1,21,2,1,-3,18
"(2, 'h')","(6, 'c')","(13, 'd')",4,11,7,1,21,1,1,-3,18
"(2, 'h')","(6, 'c')","(13, 'h')",4,11,7,1,21,2,1,-3,18
"(2, 'h')","(6, 'c')","(14, 's')",4,12,8,1,22,1,1,-4,20
"(2, 'h')","(6, 'c')","(14, 'c')",4,12,8,1,22,2,1,-4,20
"(2, 'h')","(6, 'c')","(14, 'd')",4,12,8,1,22,1,1,-4,20
"(2, 'h')","(6, 'c')","(14, 'h')",4,12,8,1,22,2,1,-4,20
"(2, 'h')","(6, 'd')","(6, 'h')",4,4,0,0,14,2,2,4,4
"(2, 'h')","(6, 'd')","(7, 's')",4,5,1,0,15,1,1,3,6
"(2, 'h')","(6, 'd')","(7, 'c')",4,5,1,0,15,1,1,3,6
"(2, 'h')","(6, 'd')","(7, 'd')",4,5,1,0,15,2,1,3,6
"(2, 'h')","(6, 'd')","(7, 'h')",4,5,1,0,15,2,1,3,6
"(2, 'h')","(6, 'd')","(8, 's')",4,6,2,0,16,1,1,2,8
"(2, 'h')","(6, 'd')","(8, 'c')",4,6,2,0,16,1,1,2,8
"(2, 'h')","(6, 'd')","(8, 'd')",4,6,2,0,16,2,1,2,8
"(2, 'h')","(6, 'd')","(8, 'h')",4,6,2,0,16,2,1,2,8
"(2, 'h')","(6, 'd')","(9, 's')",4,7,3,0,17,1,1,1,10
"(2, 'h')","(6, 'd')","(9, 'c')",4,7,3,0,17,1,1,1,10
"(2, 'h')","(6, 'd')","(9, 'd')",4,7,3,0,17,2,1,1,10
"(2, 'h')","(6, 'd')","(9, 'h')",4,7,3,0,17,2,1,1,10
"(2, 'h')","(6, 'd')","(10, 's')",4,8,4,1,18,1,1,0,12
"(2, 'h')","(6, 'd')","(10, 'c')",4,8,4,1,18,1,1,0,12
"(2, 'h')","(6, 'd')","(10, 'd')",4,8,4,1,18,2,1,0,12
"(2, 'h')","(6, 'd')","(10, 'h')",4,8,4,1,18,2,1,0,12
"(2, 'h')","(6, 'd')","(11, 's')",4,9,5,1,19,1,1,-1,14
"(2, 'h')","(6, 'd')","(11, 'c')",4,9,5,1,19,1,1,-1,14
"(2, 'h')","(6, 'd')","(11, 'd')",4,9,5,1,19,2,1,-1,14
"(2, 'h')","(6, 'd')","(11, 'h')",4,9,5,1,19,2,1,-1,14
"(2, 'h')","(6, 'd')","(12, 's')",4,10,6,1,20,1,1,-2,16
"(2, 'h')","(6, 'd')","(12, 'c')",4,10,6,1,20,1,1,-2,16
"(2, 'h')","(6, 'd')","(12, 'd')",4,10,6,1,20,2,1,-2,16
"(2, 'h')","(6, 'd')","(12, 'h')",4,10,6,1,20,2,1,-2,16
"(2, 'h')","(6, 'd')","(13, 's')",4,11,7,1,21,1,1,-3,18
"(2, 'h')","(6, 'd')","(13, 'c')",4,11,7,1,21,1,1,-3,18
"(2, 'h')","(6, 'd')","(13, 'd')",4,11,7,1,21,2,1,-3,18
"(2, 'h')","(6, 'd')","(13, 'h')",4,11,7,1,21,2,1,-3,18
"(2, 'h')","(6, 'd')","(14, 's')",4,12,8,1,22,1,1,-4,20
"(2, 'h')","(6, 'd')","(14, 'c')",4,12,8,1,22,1,1,-4,20
"(2, 'h')","(6, 'd')","(14, 'd')",4,12,8,1,22,2,1,-4,20
"(2, 'h')","(6, 'd')","(14, 'h')",4,12,8,1,22,2,1,-4,20
"(2, 'h')","(6, 'h')","(7, 's')",4,5,1,0,15,2,1,3,6
"(2, 'h')","(6, 'h')","(7, 'c')",4,5,1,0,15,2,1,3,6
"(2, 'h')","(6, 'h')","(7, 'd')",4,5,1,0,15,2,1,3,6
"(2, 'h')","(6, 'h')","(7, 'h')",4,5,1,0,15,3,1,3,6
"(2, 'h')","(6, 'h')","(8, 's')",4,6,2,0,16,2,1,2,8
"(2, 'h')","(6, 'h')","(8, 'c')",4,6,2,0,16,2,1,2,8
"(2, 'h')","(6, 'h')","(8, 'd')",4,6,2,0,16,2,1,2,8
"(2, 'h')","(6, 'h')","(8, 'h')",4,6,2,0,16,3,1,2,8
"(2, 'h')","(6, 'h')","(9, 's')",4,7,3,0,17,2,1,1,10
"(2, 'h')","(6, 'h')","(9, 'c')",4,7,3,0,17,2,1,1,10
"(2, 'h')","(6, 'h')","(9, 'd')",4,7,3,0,17,2,1,1,10
"(2, 'h')","(6, 'h')","(9, 'h')",4,7,3,0,17,3,1,1,10
"(2, 'h')","(6, 'h')","(10, 's')",4,8,4,1,18,2,1,0,12
"(2, 'h')","(6, 'h')","(10, 'c')",4,8,4,1,18,2,1,0,12
"(2, 'h')","(6, 'h')","(10, 'd')",4,8,4,1,18,2,1,0,12
"(2, 'h')","(6, 'h')","(10, 'h')",4,8,4,1,18,3,1,0,12
"(2, 'h')","(6, 'h')","(11, 's')",4,9,5,1,19,2,1,-1,14
"(2, 'h')","(6, 'h')","(11, 'c')",4,9,5,1,19,2,1,-1,14
"(2, 'h')","(6, 'h')","(11, 'd')",4,9,5,1,19,2,1,-1,14
"(2, 'h')","(6, 'h')","(11, 'h')",4,9,5,1,19,3,1,-1,14
"(2, 'h')","(6, 'h')","(12, 's')",4,10,6,1,20,2,1,-2,16
"(2, 'h')","(6, 'h')","(12, 'c')",4,10,6,1,20,2,1,-2,16
"(2, 'h')","(6, 'h')","(12, 'd')",4,10,6,1,20,2,1,-2,16
"(2, 'h')","(6, 'h')","(12, 'h')",4,10,6,1,20,3,1,-2,16
"(2, 'h')","(6, 'h')","(13, 's')",4,11,7,1,21,2,1,-3,18
"(2, 'h')","(6, 'h')","(13, 'c')",4,11,7,1,21,2,1,-3,18
"(2, 'h')","(6, 'h')","(13, 'd')",4,11,7,1,21,2,1,-3,18
"(2, 'h')","(6, 'h')","(13, 'h')",4,11,7,1,21,3,1,-3,18
"(2, 'h')","(6, 'h')","(14, 's')",4,12,8,1,22,2,1,-4,20
"(2, 'h')","(6, 'h')","(14, 'c')",4,12,8,1,22,2,1,-4,20
"(2, 'h')","(6, 'h')","(14, 'd')",4,12,8,1,22,2,1,-4,20
"(2, 'h')","(6, 'h')","(14, 'h')",4,12,8,1,22,3,1,-4,20
"(2, 'h')","(7, 's')","(7, 'c')",5,5,0,0,16,1,2,5,5
"(2, 'h')","(7, 's')","(7, 'd')",5,5,0,0,16,1,2,5,5
"(2, 'h')","(7, 's')","(7, 'h')",5,5,0,0,16,2,2,5,5
"(2, 'h')","(7, 's')","(8, 's')",5,6,1,0,17,2,1,4,7
"(2, 'h')","(7, 's')","(8, 'c')",5,6,1,0,17,1,1,4,7
"(2, 'h')","(7, 's')","(8, 'd')",5,6,1,0,17,1,1,4,7
"(2, 'h')","(7, 's')","(8, 'h')",5,6,1,0,17,2,1,4,7
"(2, 'h')","(7, 's')","(9, 's')",5,7,2,0,18,2,1,3,9
"(2, 'h')","(7, 's')","(9, 'c')",5,7,2,0,18,1,1,3,9
"(2, 'h')","(7, 's')","(9, 'd')",5,7,2,0,18,1,1,3,9
"(2, 'h')","(7, 's')","(9, 'h')",5,7,2,0,18,2,1,3,9
"(2, 'h')","(7, 's')","(10, 's')",5,8,3,1,19,2,1,2,11
"(2, 'h')","(7, 's')","(10, 'c')",5,8,3,1,19,1,1,2,11
"(2, 'h')","(7, 's')","(10, 'd')",5,8,3,1,19,1,1,2,11
"(2, 'h')","(7, 's')","(10, 'h')",5,8,3,1,19,2,1,2,11
"(2, 'h')","(7, 's')","(11, 's')",5,9,4,1,20,2,1,1,13
"(2, 'h')","(7, 's')","(11, 'c')",5,9,4,1,20,1,1,1,13
"(2, 'h')","(7, 's')","(11, 'd')",5,9,4,1,20,1,1,1,13
"(2, 'h')","(7, 's')","(11, 'h')",5,9,4,1,20,2,1,1,13
"(2, 'h')","(7, 's')","(12, 's')",5,10,5,1,21,2,1,0,15
"(2, 'h')","(7, 's')","(12, 'c')",5,10,5,1,21,1,1,0,15
"(2, 'h')","(7, 's')","(12, 'd')",5,10,5,1,21,1,1,0,15
"(2, 'h')","(7, 's')","(12, 'h')",5,10,5,1,21,2,1,0,15
"(2, 'h')","(7, 's')","(13, 's')",5,11,6,1,22,2,1,-1,17
"(2, 'h')","(7, 's')","(13, 'c')",5,11,6,1,22,1,1,-1,17
"(2, 'h')","(7, 's')","(13, 'd')",5,11,6,1,22,1,1,-1,17
"(2, 'h')","(7, 's')","(13, 'h')",5,11,6,1,22,2,1,-1,17
"(2, 'h')","(7, 's')","(14, 's')",5,12,7,1,23,2,1,-2,19
"(2, 'h')","(7, 's')","(14, 'c')",5,12,7,1,23,1,1,-2,19
"(2, 'h')","(7, 's')","(14, 'd')",5,12,7,1,23,1,1,-2,19
"(2, 'h')","(7, 's')","(14, 'h')",5,12,7,1,23,2,1,-2,19
"(2, 'h')","(7, 'c')","(7, 'd')",5,5,0,0,16,1,2,5,5
"(2, 'h')","(7, 'c')","(7, 'h')",5,5,0,0,16,2,2,5,5
"(2, 'h')","(7, 'c')","(8, 's')",5,6,1,0,17,1,1,4,7
"(2, 'h')","(7, 'c')","(8, 'c')",5,6,1,0,17,2,1,4,7
"(2, 'h')","(7, 'c')","(8, 'd')",5,6,1,0,17,1,1,4,7
"(2, 'h')","(7, 'c')","(8, 'h')",5,6,1,0,17,2,1,4,7
"(2, 'h')","(7, 'c')","(9, 's')",5,7,2,0,18,1,1,3,9
"(2, 'h')","(7, 'c')","(9, 'c')",5,7,2,0,18,2,1,3,9
"(2, 'h')","(7, 'c')","(9, 'd')",5,7,2,0,18,1,1,3,9
"(2, 'h')","(7, 'c')","(9, 'h')",5,7,2,0,18,2,1,3,9
"(2, 'h')","(7, 'c')","(10, 's')",5,8,3,1,19,1,1,2,11
"(2, 'h')","(7, 'c')","(10, 'c')",5,8,3,1,19,2,1,2,11
"(2, 'h')","(7, 'c')","(10, 'd')",5,8,3,1,19,1,1,2,11
"(2, 'h')","(7, 'c')","(10, 'h')",5,8,3,1,19,2,1,2,11
"(2, 'h')","(7, 'c')","(11, 's')",5,9,4,1,20,1,1,1,13
"(2, 'h')","(7, 'c')","(11, 'c')",5,9,4,1,20,2,1,1,13
"(2, 'h')","(7, 'c')","(11, 'd')",5,9,4,1,20,1,1,1,13
"(2, 'h')","(7, 'c')","(11, 'h')",5,9,4,1,20,2,1,1,13
"(2, 'h')","(7, 'c')","(12, 's')",5,10,5,1,21,1,1,0,15
"(2, 'h')","(7, 'c')","(12, 'c')",5,10,5,1,21,2,1,0,15
"(2, 'h')","(7, 'c')","(12, 'd')",5,10,5,1,21,1,1,0,15
"(2, 'h')","(7, 'c')","(12, 'h')",5,10,5,1,21,2,1,0,15
"(2, 'h')","(7, 'c')","(13, 's')",5,11,6,1,22,1,1,-1,17
"(2, 'h')","(7, 'c')","(13, 'c')",5,11,6,1,22,2,1,-1,17
"(2, 'h')","(7, 'c')","(13, 'd')",5,11,6,1,22,1,1,-1,17
"(2, 'h')","(7, 'c')","(13, 'h')",5,11,6,1,22,2,1,-1,17
"(2, 'h')","(7, 'c')","(14, 's')",5,12,7,1,23,1,1,-2,19
"(2, 'h')","(7, 'c')","(14, 'c')",5,12,7,1,23,2,1,-2,19
"(2, 'h')","(7, 'c')","(14, 'd')",5,12,7,1,23,1,1,-2,19
"(2, 'h')","(7, 'c')","(14, 'h')",5,12,7,1,23,2,1,-2,19
"(2, 'h')","(7, 'd')","(7, 'h')",5,5,0,0,16,2,2,5,5
"(2, 'h')","(7, 'd')","(8, 's')",5,6,1,0,17,1,1,4,7
"(2, 'h')","(7, 'd')","(8, 'c')",5,6,1,0,17,1,1,4,7
"(2, 'h')","(7, 'd')","(8, 'd')",5,6,1,0,17,2,1,4,7
"(2, 'h')","(7, 'd')","(8, 'h')",5,6,1,0,17,2,1,4,7
"(2, 'h')","(7, 'd')","(9, 's')",5,7,2,0,18,1,1,3,9
"(2, 'h')","(7, 'd')","(9, 'c')",5,7,2,0,18,1,1,3,9
"(2, 'h')","(7, 'd')","(9, 'd')",5,7,2,0,18,2,1,3,9
"(2, 'h')","(7, 'd')","(9, 'h')",5,7,2,0,18,2,1,3,9
"(2, 'h')","(7, 'd')","(10, 's')",5,8,3,1,19,1,1,2,11
"(2, 'h')","(7, 'd')","(10, 'c')",5,8,3,1,19,1,1,2,11
"(2, 'h')","(7, 'd')","(10, 'd')",5,8,3,1,19,2,1,2,11
"(2, 'h')","(7, 'd')","(10, 'h')",5,8,3,1,19,2,1,2,11
"(2, 'h')","(7, 'd')","(11, 's')",5,9,4,1,20,1,1,1,13
"(2, 'h')","(7, 'd')","(11, 'c')",5,9,4,1,20,1,1,1,13
"(2, 'h')","(7, 'd')","(11, 'd')",5,9,4,1,20,2,1,1,13
"(2, 'h')","(7, 'd')","(11, 'h')",5,9,4,1,20,2,1,1,13
"(2, 'h')","(7, 'd')","(12, 's')",5,10,5,1,21,1,1,0,15
"(2, 'h')","(7, 'd')","(12, 'c')",5,10,5,1,21,1,1,0,15
"(2, 'h')","(7, 'd')","(12, 'd')",5,10,5,1,21,2,1,0,15
"(2, 'h')","(7, 'd')","(12, 'h')",5,10,5,1,21,2,1,0,15
"(2, 'h')","(7, 'd')","(13, 's')",5,11,6,1,22,1,1,-1,17
"(2, 'h')","(7, 'd')","(13, 'c')",5,11,6,1,22,1,1,-1,17
"(2, 'h')","(7, 'd')","(13, 'd')",5,11,6,1,22,2,1,-1,17
"(2, 'h')","(7, 'd')","(13, 'h')",5,11,6,1,22,2,1,-1,17
"(2, 'h')","(7, 'd')","(14, 's')",5,12,7,1,23,1,1,-2,19
"(2, 'h')","(7, 'd')","(14, 'c')",5,12,7,1,23,1,1,-2,19
"(2, 'h')","(7, 'd')","(14, 'd')",5,12,7,1,23,2,1,-2,19
"(2, 'h')","(7, 'd')","(14, 'h')",5,12,7,1,23,2,1,-2,19
"(2, 'h')","(7, 'h')","(8, 's')",5,6,1,0,17,2,1,4,7
"(2, 'h')","(7, 'h')","(8, 'c')",5,6,1,0,17,2,1,4,7
"(2, 'h')","(7, 'h')","(8, 'd')",5,6,1,0,17,2,1,4,7
"(2, 'h')","(7, 'h')","(8, 'h')",5,6,1,0,17,3,1,4,7
"(2, 'h')","(7, 'h')","(9, 's')",5,7,2,0,18,2,1,3,9
"(2, 'h')","(7, 'h')","(9, 'c')",5,7,2,0,18,2,1,3,9
"(2, 'h')","(7, 'h')","(9, 'd')",5,7,2,0,18,2,1,3,9
"(2, 'h')","(7, 'h')","(9, 'h')",5,7,2,0,18,3,1,3,9
"(2, 'h')","(7, 'h')","(10, 's')",5,8,3,1,19,2,1,2,11
"(2, 'h')","(7, 'h')","(10, 'c')",5,8,3,1,19,2,1,2,11
"(2, 'h')","(7, 'h')","(10, 'd')",5,8,3,1,19,2,1,2,11
"(2, 'h')","(7, 'h')","(10, 'h')",5,8,3,1,19,3,1,2,11
"(2, 'h')","(7, 'h')","(11, 's')",5,9,4,1,20,2,1,1,13
"(2, 'h')","(7, 'h')","(11, 'c')",5,9,4,1,20,2,1,1,13
"(2, 'h')","(7, 'h')","(11, 'd')",5,9,4,1,20,2,1,1,13
"(2, 'h')","(7, 'h')","(11, 'h')",5,9,4,1,20,3,1,1,13
"(2, 'h')","(7, 'h')","(12, 's')",5,10,5,1,21,2,1,0,15
"(2, 'h')","(7, 'h')","(12, 'c')",5,10,5,1,21,2,1,0,15
"(2, 'h')","(7, 'h')","(12, 'd')",5,10,5,1,21,2,1,0,15
"(2, 'h')","(7, 'h')","(12, 'h')",5,10,5,1,21,3,1,0,15
"(2, 'h')","(7, 'h')","(13, 's')",5,11,6,1,22,2,1,-1,17
"(2, 'h')","(7, 'h')","(13, 'c')",5,11,6,1,22,2,1,-1,17
"(2, 'h')","(7, 'h')","(13, 'd')",5,11,6,1,22,2,1,-1,17
"(2, 'h')","(7, 'h')","(13, 'h')",5,11,6,1,22,3,1,-1,17
"(2, 'h')","(7, 'h')","(14, 's')",5,12,7,1,23,2,1,-2,19
"(2, 'h')","(7, 'h')","(14, 'c')",5,12,7,1,23,2,1,-2,19
"(2, 'h')","(7, 'h')","(14, 'd')",5,12,7,1,23,2,1,-2,19
"(2, 'h')","(7, 'h')","(14, 'h')",5,12,7,1,23,3,1,-2,19
"(2, 'h')","(8, 's')","(8, 'c')",6,6,0,0,18,1,2,6,6
"(2, 'h')","(8, 's')","(8, 'd')",6,6,0,0,18,1,2,6,6
"(2, 'h')","(8, 's')","(8, 'h')",6,6,0,0,18,2,2,6,6
"(2, 'h')","(8, 's')","(9, 's')",6,7,1,0,19,2,1,5,8
"(2, 'h')","(8, 's')","(9, 'c')",6,7,1,0,19,1,1,5,8
"(2, 'h')","(8, 's')","(9, 'd')",6,7,1,0,19,1,1,5,8
"(2, 'h')","(8, 's')","(9, 'h')",6,7,1,0,19,2,1,5,8
"(2, 'h')","(8, 's')","(10, 's')",6,8,2,1,20,2,1,4,10
"(2, 'h')","(8, 's')","(10, 'c')",6,8,2,1,20,1,1,4,10
"(2, 'h')","(8, 's')","(10, 'd')",6,8,2,1,20,1,1,4,10
"(2, 'h')","(8, 's')","(10, 'h')",6,8,2,1,20,2,1,4,10
"(2, 'h')","(8, 's')","(11, 's')",6,9,3,1,21,2,1,3,12
"(2, 'h')","(8, 's')","(11, 'c')",6,9,3,1,21,1,1,3,12
"(2, 'h')","(8, 's')","(11, 'd')",6,9,3,1,21,1,1,3,12
"(2, 'h')","(8, 's')","(11, 'h')",6,9,3,1,21,2,1,3,12
"(2, 'h')","(8, 's')","(12, 's')",6,10,4,1,22,2,1,2,14
"(2, 'h')","(8, 's')","(12, 'c')",6,10,4,1,22,1,1,2,14
"(2, 'h')","(8, 's')","(12, 'd')",6,10,4,1,22,1,1,2,14
"(2, 'h')","(8, 's')","(12, 'h')",6,10,4,1,22,2,1,2,14
"(2, 'h')","(8, 's')","(13, 's')",6,11,5,1,23,2,1,1,16
"(2, 'h')","(8, 's')","(13, 'c')",6,11,5,1,23,1,1,1,16
"(2, 'h')","(8, 's')","(13, 'd')",6,11,5,1,23,1,1,1,16
"(2, 'h')","(8, 's')","(13, 'h')",6,11,5,1,23,2,1,1,16
"(2, 'h')","(8, 's')","(14, 's')",6,12,6,1,24,2,1,0,18
"(2, 'h')","(8, 's')","(14, 'c')",6,12,6,1,24,1,1,0,18
"(2, 'h')","(8, 's')","(14, 'd')",6,12,6,1,24,1,1,0,18
"(2, 'h')","(8, 's')","(14, 'h')",6,12,6,1,24,2,1,0,18
"(2, 'h')","(8, 'c')","(8, 'd')",6,6,0,0,18,1,2,6,6
"(2, 'h')","(8, 'c')","(8, 'h')",6,6,0,0,18,2,2,6,6
"(2, 'h')","(8, 'c')","(9, 's')",6,7,1,0,19,1,1,5,8
"(2, 'h')","(8, 'c')","(9, 'c')",6,7,1,0,19,2,1,5,8
"(2, 'h')","(8, 'c')","(9, 'd')",6,7,1,0,19,1,1,5,8
"(2, 'h')","(8, 'c')","(9, 'h')",6,7,1,0,19,2,1,5,8
"(2, 'h')","(8, 'c')","(10, 's')",6,8,2,1,20,1,1,4,10
"(2, 'h')","(8, 'c')","(10, 'c')",6,8,2,1,20,2,1,4,10
"(2, 'h')","(8, 'c')","(10, 'd')",6,8,2,1,20,1,1,4,10
"(2, 'h')","(8, 'c')","(10, 'h')",6,8,2,1,20,2,1,4,10
"(2, 'h')","(8, 'c')","(11, 's')",6,9,3,1,21,1,1,3,12
"(2, 'h')","(8, 'c')","(11, 'c')",6,9,3,1,21,2,1,3,12
"(2, 'h')","(8, 'c')","(11, 'd')",6,9,3,1,21,1,1,3,12
"(2, 'h')","(8, 'c')","(11, 'h')",6,9,3,1,21,2,1,3,12
"(2, 'h')","(8, 'c')","(12, 's')",6,10,4,1,22,1,1,2,14
"(2, 'h')","(8, 'c')","(12, 'c')",6,10,4,1,22,2,1,2,14
"(2, 'h')","(8, 'c')","(12, 'd')",6,10,4,1,22,1,1,2,14
"(2, 'h')","(8, 'c')","(12, 'h')",6,10,4,1,22,2,1,2,14
"(2, 'h')","(8, 'c')","(13, 's')",6,11,5,1,23,1,1,1,16
"(2, 'h')","(8, 'c')","(13, 'c')",6,11,5,1,23,2,1,1,16
"(2, 'h')","(8, 'c')","(13, 'd')",6,11,5,1,23,1,1,1,16
"(2, 'h')","(8, 'c')","(13, 'h')",6,11,5,1,23,2,1,1,16
"(2, 'h')","(8, 'c')","(14, 's')",6,12,6,1,24,1,1,0,18
"(2, 'h')","(8, 'c')","(14, 'c')",6,12,6,1,24,2,1,0,18
"(2, 'h')","(8, 'c')","(14, 'd')",6,12,6,1,24,1,1,0,18
"(2, 'h')","(8, 'c')","(14, 'h')",6,12,6,1,24,2,1,0,18
"(2, 'h')","(8, 'd')","(8, 'h')",6,6,0,0,18,2,2,6,6
"(2, 'h')","(8, 'd')","(9, 's')",6,7,1,0,19,1,1,5,8
"(2, 'h')","(8, 'd')","(9, 'c')",6,7,1,0,19,1,1,5,8
"(2, 'h')","(8, 'd')","(9, 'd')",6,7,1,0,19,2,1,5,8
"(2, 'h')","(8, 'd')","(9, 'h')",6,7,1,0,19,2,1,5,8
"(2, 'h')","(8, 'd')","(10, 's')",6,8,2,1,20,1,1,4,10
"(2, 'h')","(8, 'd')","(10, 'c')",6,8,2,1,20,1,1,4,10
"(2, 'h')","(8, 'd')","(10, 'd')",6,8,2,1,20,2,1,4,10
"(2, 'h')","(8, 'd')","(10, 'h')",6,8,2,1,20,2,1,4,10
"(2, 'h')","(8, 'd')","(11, 's')",6,9,3,1,21,1,1,3,12
"(2, 'h')","(8, 'd')","(11, 'c')",6,9,3,1,21,1,1,3,12
"(2, 'h')","(8, 'd')","(11, 'd')",6,9,3,1,21,2,1,3,12
"(2, 'h')","(8, 'd')","(11, 'h')",6,9,3,1,21,2,1,3,12
"(2, 'h')","(8, 'd')","(12, 's')",6,10,4,1,22,1,1,2,14
"(2, 'h')","(8, 'd')","(12, 'c')",6,10,4,1,22,1,1,2,14
"(2, 'h')","(8, 'd')","(12, 'd')",6,10,4,1,22,2,1,2,14
"(2, 'h')","(8, 'd')","(12, 'h')",6,10,4,1,22,2,1,2,14
"(2, 'h')","(8, 'd')","(13, 's')",6,11,5,1,23,1,1,1,16
"(2, 'h')","(8, 'd')","(13, 'c')",6,11,5,1,23,1,1,1,16
"(2, 'h')","(8, 'd')","(13, 'd')",6,11,5,1,23,2,1,1,16
"(2, 'h')","(8, 'd')","(13, 'h')",6,11,5,1,23,2,1,1,16
"(2, 'h')","(8, 'd')","(14, 's')",6,12,6,1,24,1,1,0,18
"(2, 'h')","(8, 'd')","(14, 'c')",6,12,6,1,24,1,1,0,18
"(2, 'h')","(8, 'd')","(14, 'd')",6,12,6,1,24,2,1,0,18
"(2, 'h')","(8, 'd')","(14, 'h')",6,12,6,1,24,2,1,0,18
"(2, 'h')","(8, 'h')","(9, 's')",6,7,1,0,19,2,1,5,8
"(2, 'h')","(8, 'h')","(9, 'c')",6,7,1,0,19,2,1,5,8
"(2, 'h')","(8, 'h')","(9, 'd')",6,7,1,0,19,2,1,5,8
"(2, 'h')","(8, 'h')","(9, 'h')",6,7,1,0,19,3,1,5,8
"(2, 'h')","(8, 'h')","(10, 's')",6,8,2,1,20,2,1,4,10
"(2, 'h')","(8, 'h')","(10, 'c')",6,8,2,1,20,2,1,4,10
"(2, 'h')","(8, 'h')","(10, 'd')",6,8,2,1,20,2,1,4,10
"(2, 'h')","(8, 'h')","(10, 'h')",6,8,2,1,20,3,1,4,10
"(2, 'h')","(8, 'h')","(11, 's')",6,9,3,1,21,2,1,3,12
"(2, 'h')","(8, 'h')","(11, 'c')",6,9,3,1,21,2,1,3,12
"(2, 'h')","(8, 'h')","(11, 'd')",6,9,3,1,21,2,1,3,12
"(2, 'h')","(8, 'h')","(11, 'h')",6,9,3,1,21,3,1,3,12
"(2, 'h')","(8, 'h')","(12, 's')",6,10,4,1,22,2,1,2,14
"(2, 'h')","(8, 'h')","(12, 'c')",6,10,4,1,22,2,1,2,14
"(2, 'h')","(8, 'h')","(12, 'd')",6,10,4,1,22,2,1,2,14
"(2, 'h')","(8, 'h')","(12, 'h')",6,10,4,1,22,3,1,2,14
"(2, 'h')","(8, 'h')","(13, 's')",6,11,5,1,23,2,1,1,16
"(2, 'h')","(8, 'h')","(13, 'c')",6,11,5,1,23,2,1,1,16
"(2, 'h')","(8, 'h')","(13, 'd')",6,11,5,1,23,2,1,1,16
"(2, 'h')","(8, 'h')","(13, 'h')",6,11,5,1,23,3,1,1,16
"(2, 'h')","(8, 'h')","(14, 's')",6,12,6,1,24,2,1,0,18
"(2, 'h')","(8, 'h')","(14, 'c')",6,12,6,1,24,2,1,0,18
"(2, 'h')","(8, 'h')","(14, 'd')",6,12,6,1,24,2,1,0,18
"(2, 'h')","(8, 'h')","(14, 'h')",6,12,6,1,24,3,1,0,18
"(2, 'h')","(9, 's')","(9, 'c')",7,7,0,0,20,1,2,7,7
"(2, 'h')","(9, 's')","(9, 'd')",7,7,0,0,20,1,2,7,7
"(2, 'h')","(9, 's')","(9, 'h')",7,7,0,0,20,2,2,7,7
"(2, 'h')","(9, 's')","(10, 's')",7,8,1,1,21,2,1,6,9
"(2, 'h')","(9, 's')","(10, 'c')",7,8,1,1,21,1,1,6,9
"(2, 'h')","(9, 's')","(10, 'd')",7,8,1,1,21,1,1,6,9
"(2, 'h')","(9, 's')","(10, 'h')",7,8,1,1,21,2,1,6,9
"(2, 'h')","(9, 's')","(11, 's')",7,9,2,1,22,2,1,5,11
"(2, 'h')","(9, 's')","(11, 'c')",7,9,2,1,22,1,1,5,11
"(2, 'h')","(9, 's')","(11, 'd')",7,9,2,1,22,1,1,5,11
"(2, 'h')","(9, 's')","(11, 'h')",7,9,2,1,22,2,1,5,11
"(2, 'h')","(9, 's')","(12, 's')",7,10,3,1,23,2,1,4,13
"(2, 'h')","(9, 's')","(12, 'c')",7,10,3,1,23,1,1,4,13
"(2, 'h')","(9, 's')","(12, 'd')",7,10,3,1,23,1,1,4,13
"(2, 'h')","(9, 's')","(12, 'h')",7,10,3,1,23,2,1,4,13
